id_servico,id_atestado,servico,unidade,quantidade,observacoes
7fc43b5b-45d,ffccfba9-5eb,Escavação manual em campo aberto até 2m,m³,238.85,
71db8b03-2de,ffccfba9-5eb,"Lastro de brita apiloado manualmente e=0,05",m³,17.43,
badec7d2-8e7,ffccfba9-5eb,"Lastro de concreto magro e=0,05 inclusive lançamento",m³,2.704,
830cfda8-6b8,ffccfba9-5eb,Forma em tábuas de pinho,m²,175.26,
01d287ee-46e,ffccfba9-5eb,"Aço para concreto - corte, dobra e aplicação",kg,4100,
21e2026d-1dc,ffccfba9-5eb,Concreto 15 Mpa inclusive lançamento e aplicação,m³,73.466,
10746a7c-06d,ffccfba9-5eb,Alvenaria bloco de concreto aparente 14x19x39,m²,323.1,
72a847e9-917,ffccfba9-5eb,Alvenaria bloco de concreto aparente 10x20x40,m²,37.37,
c4a9e2f2-ca2,ffccfba9-5eb,Revestimento de argamassa e cimento queimado,m²,2.21,
92c1a0d7-72a,ffccfba9-5eb,"Fornecimento e aplicação tubo dreno 4""",m,85,
d7b46d52-e87,ffccfba9-5eb,Manta tipo Bidim OP-30,m²,144.5,
45837ec1-af9,ffccfba9-5eb,Fornecimento e aplicação de brita 2,m³,13.4,
55fd5d83-eb4,ffccfba9-5eb,"Fornecimento e colocação manilha de barro vibrado 6""",m,128.55,
c17aba2b-bd6,ffccfba9-5eb,Reaterro com material de boa qualidade apiloado manualmente,m³,170.46,
af52e906-931,ffccfba9-5eb,"Abertura e preparo de caixa incluindo escavação até 0,40 - carga, transporte até 1km e compactação",m²,577.88,
eb4cebe6-52a,ffccfba9-5eb,Fornecimento e assentamento de guias de concreto inclusive escoramento com concreto e base para o assentamento,m,29.85,
d705668b-d47,ffccfba9-5eb,"Pavimentação com lajotas sextavadas e=0,10m, sobre coxim de areia de rio incluindo o fornecimento e espalhamento",m²,342.26,
81c8b0f0-257,ffccfba9-5eb,Rejuntamento com asfalto e pedrisco,m²,342.26,
0f74f1c1-529,ffccfba9-5eb,Fornecimento e espalhamento de areia de rio,m³,55.655,
4a7dad22-194,ffccfba9-5eb,Picocamento e limpeza de piso de concreto,m²,844.92,
600ea183-3e4,ffccfba9-5eb,Fornecimento e aplicação de nata de cimento,m²,844.92,
5fc21641-710,ffccfba9-5eb,Fornecimento e aplicação de argamassa para regularização,m²,851.92,
816c63a7-b6f,ffccfba9-5eb,"Piso cimentado e desempenado e=1,5cm",m²,429.55,
e4dbe971-36e,ffccfba9-5eb,"Piso cimentado e desempenado e=3,0cm",m²,453.48,
0838644e-ce8,ffccfba9-5eb,Fornecimento e aplicação forro tipo lambri em pinho conforme detalhes de projeto,m²,494.4,
40d2fa9f-fd2,ffccfba9-5eb,"Fornecimento e assentamento de azulejo branco até h= 1,50m",m²,133,
b18a0957-821,ffccfba9-5eb,Chapisco com argamassa de cimento e areia,m²,298.18,
3a9cbade-0b9,ffccfba9-5eb,Emboço com argamassa mista,m²,354.53,
d8bdbe0d-224,ffccfba9-5eb,Reboco com argamassa mista,m²,121.18,
a287860c-953,ffccfba9-5eb,Pintura de paredes com látex inclusive selador,m²,1401.86,
30e6a2e0-69a,ffccfba9-5eb,Barra óleo cor cinza médio 3 demãos,m²,612.12,
1cde4afc-262,ffccfba9-5eb,Pintura de portas e batentes incluindo emassamento e fundo,m²,146.62,
6d71e6ce-e29,ffccfba9-5eb,Pintura de estrutura metálica em grafite 2 demãos,m²,761.88,
b2729f53-3f7,ffccfba9-5eb,Primer anti-corrosivo em estrutura metálica 25 micra com trincha,m²,752.41,
39c0dd88-881,ffccfba9-5eb,Pintura a óleo 2 demãos,m²,22.22,
289de5e5-281,ffccfba9-5eb,Fornecimento e colocação de lousa Greemboard 1=504 incluindo entarugamento,un,6,
e0fa2442-38b,ffccfba9-5eb,Pintura com tinta tipo Suvinil 100% acrílica - poliesportiva nas cores do projeto,m²,747.08,
b4be453c-1fb,ffccfba9-5eb,Grelha em aço conforme projeto,m²,1.76,
e6246a10-ea8,ffccfba9-5eb,Abrigo para cavalete 85x85x30cm,un,1,
6a86763e-b94,ffccfba9-5eb,"Cavalete diâmetro 3/4""",un,1,
03f71c6a-bc4,ffccfba9-5eb,Fornecimento e colocação de portão conforme projeto,m²,10.8,
0e981458-890,ffccfba9-5eb,Chuveiro ducha cromado,un,2,
f1cfc54e-35b,ffccfba9-5eb,Filtro de pressão 1 vela capacidade 450 l/h,un,1,
a4fe8acf-a5c,ffccfba9-5eb,"Fornecimento e instalação de centro de medição, conforme projeto 100% VB",%,50,
ac0b90e1-57e,ffccfba9-5eb,"Fornecimento e instalação de tubulações, perfilados, acessórios e caixas de passagem conforme projeto 100% VB",%,51,
2f957338-741,ffccfba9-5eb,"Fornecimento e instalação de fiações, interruptores, tomadas e quadros de distribuição conforme projeto 100% VB",%,52,
1de6e204-afe,ffccfba9-5eb,Fornecimento e instalação de luminárias completas conforme projeto 100% VB,%,53,
8e8d5f9a-c5a,ffccfba9-5eb,Fornecimento e instalação de pára-raios e sistema de incêndios conforme projeto 100% VB,%,54,
e56a04a3-2aa,ffccfba9-5eb,"Fornecimento e cravação de estacas pré-moldadas para 20t inclusive emendas, recravador e arrasamento",m,109,
0920b352-430,ffccfba9-5eb,Forma com chapa compensada resinada 12mm,m²,278.35,
dd896858-1b1,ffccfba9-5eb,Esquadria de alumínio - porta,m²,1.32,
b395236c-24b,ffccfba9-5eb,Esquadria de alumínio - janela,m²,0.72,
355c5d81-845,ffccfba9-5eb,Preparo de superfície interna de reservatórios,m²,94.78,
8cca677a-dac,ffccfba9-5eb,Fornecimento e aplicação de argamassa rígida em reservatório enterrado,m²,73.7,
43e2d0ec-9ba,ffccfba9-5eb,Fornecimento e aplicação de argamassa rígida e asfalto modificado para reservatório elevado,m²,21.08,
417806fe-2e4,ffccfba9-5eb,"Caixa d'água elevada tipo Silotto, incluindo tubulações e acessórios internos, conforme projeto",un,1,
2f573776-851,ffccfba9-5eb,"Tubulação PVC Ø 3/4"" inclusive conexões",m,31.45,
e4d57e05-1a9,ffccfba9-5eb,"Tubulação PVC Ø 1 1/4"" inclusive conexões",m,18.8,
40b8528c-068,ffccfba9-5eb,"Tubulação PVC Ø 1 1/2"" inclusive conexões",m,21.2,
9e924e43-184,ffccfba9-5eb,"Tubulação PVC Ø 2"" inclusive conexões",m,6.01,
72ff6430-58b,ffccfba9-5eb,"Tubulação PVC Ø 3"" inclusive conexões",m,48.1,
6e073757-b82,ffccfba9-5eb,"Tubulação aço galvanizado Ø 1 1/4"" inclusive conexões",m,8.5,
f210e859-57c,ffccfba9-5eb,"Tubulação aço galvanizado Ø 3"" inclusive conexões",m,15.6,
d4e6cf97-f12,ffccfba9-5eb,"Tubulação aço galvanizado Ø 2 1/2"" inclusive conexões",m,22.95,
e57080fd-6da,ffccfba9-5eb,"Registro pressão com canopla cromada Ø 3/4""",un,8,
f6788bb4-204,ffccfba9-5eb,"Torneira cromada Ø 3/4""",un,15,
33dde144-4d2,ffccfba9-5eb,Lavatório de louça branca sem coluna com torneira e acessórios,un,7,
45e26829-a39,ffccfba9-5eb,"Torneira para jardim Ø 3/4""",un,2,
6584d350-ed2,ffccfba9-5eb,"Válvula de descarga cromada com registro Ø 1 1/2""",un,11,
1026300d-c13,ffccfba9-5eb,Bacia sifonada de louça branca com acessórios,un,11,
b69904b7-599,ffccfba9-5eb,"Válvula de retenção Ø 1 1/4""",un,2,
4557157e-1cf,ffccfba9-5eb,"Válvula de pé com crivo 1 1/4""",un,3,
8b6d2573-0fc,ffccfba9-5eb,"Registro de gaveta Ø 3""",un,1,
5e683aa3-1dc,ffccfba9-5eb,"Registro de gaveta 1 1/4"" com canopla cromada",un,5,
fd5a5152-d7e,ffccfba9-5eb,"Registro de gaveta 2 1/2""",un,1,
9c35dc5a-f4d,ffccfba9-5eb,"Válvula de retenção 2 1/2""",un,1,
cbfce6b9-a58,ffccfba9-5eb,"Tubo PVC branco 6""",m,62.55,
4720aef5-d79,ffccfba9-5eb,"Tubo PVC branco 2""",m,2,
69eff900-810,ffccfba9-5eb,"Junção 2""",un,2,
cf64ed40-726,ffccfba9-5eb,"Redução 4"" x 2""",un,2,
7dcc089b-c48,ffccfba9-5eb,"Redução 2"" x 1 1/2""",un,2,
e9e07049-1e8,ffccfba9-5eb,"Curva 90º x 4""",un,2,
9f1de04b-360,ffccfba9-5eb,"Curva 90º 1 1/2""",un,2,
c7314d25-8ea,ffccfba9-5eb,"Curva 45º x 2""",un,2,
f58dc3d5-600,ffccfba9-5eb,"Fossa séptica 2,50 - h=2,60m completa",un,1,
697d6ca9-90c,ffccfba9-5eb,"Filtro anaeróbico Ø 2,00m - h1,80 completa",un,2,
56152501-4a7,ffccfba9-5eb,Abrigo e suporte para mangueira em chapa galvanizada 60x90x17,un,2,
90ea8cdf-1e6,ffccfba9-5eb,"Mangueira de poliester completa com união 38mm Ø 1 1/2""",un,2,
0e242009-f75,ffccfba9-5eb,"Adaptador de 2 1/2"" x 1 1/2""",un,2,
5e7351eb-ee7,ffccfba9-5eb,"Esguicho de 1 1/2""",un,2,
a01e8e94-5e3,ffccfba9-5eb,Registro globo angular,un,2,
d4010f63-410,ffccfba9-5eb,Extintor CO2 com suporte de parede 6kg com carga,un,1,
407c70a7-65e,ffccfba9-5eb,Extintor pó químico com suporte de parede 4kg com carga,un,2,
770b65f2-4af,ffccfba9-5eb,"Moto bomba 5 HP vazão 41,000 l/h - am 27 mca",un,1,
e57b00d3-974,ffccfba9-5eb,"Bomba recalque 1,5 HP (3.400 l/h - 20 mca)",un,2,
56c4c056-5cc,ffccfba9-5eb,Brinquedos MO2,un,1,
48892c3f-285,ffccfba9-5eb,Brinquedos M11,un,1,
6e8088f1-8cc,ffccfba9-5eb,Brinquedos M18,un,1,
7bb1b863-07f,ffccfba9-5eb,Brinquedos M02,un,1,
f3dcf1e9-492,ffccfba9-5eb,Demolição de concreto armado,m³,0.054,
b07e664f-dd8,ffccfba9-5eb,Abertura de rasgo em alvenaria para tubo de 25mm,m,17.3,
712d7d6b-28f,ffccfba9-5eb,Enchimento de rasgo em alvenaria com argamassa de tubo de 25mm,m,17.3,
1fd143dd-1c9,ffccfba9-5eb,Fornecimento e colocação de sifão cromado,un,2,
b128e66e-ffb,ffccfba9-5eb,Taxa de mobilização de montagens de equipamentos para estaqueamento 100% VB,%,8,
1beb6e10-72e,ffccfba9-5eb,Fornecimento e instalação de eletroduto de PVC rígido 32mm,ml,43,
63227dd1-eeb,ffccfba9-5eb,"Fornecimento e instalação de fio de 4,0mm2",m,129,
d5cd55f1-cf1,ffccfba9-5eb,"Fornecimento e instalação de fio de 2,5mm2",m,129,
b6f93cef-c7b,ffccfba9-5eb,Fornecimento e colocação de faixa de proteção em madeira aparelhada,m,127.8,
8745d163-02a,ffccfba9-5eb,Fornecimento e colocação de ralo sifonado de PVC 10x10,un,2,
b1087e6d-eb7,ffccfba9-5eb,Pintura de bloco aparente com verniz a base de silicone,m²,410.94,
ffc10297-bc8,ffccfba9-5eb,Fornecimento e colocação de cantoneira de aço para degraus de porta,kg,16.48,
000905b0-439,ffccfba9-5eb,Fornecimento e colocação de torneira de cozinha longa cromada,un,2,
c957deac-426,ffccfba9-5eb,Fornecimento e colocação de válvula tipo americana,un,2,
a618c8e9-6d8,ffccfba9-5eb,Fornecimento e colocação de bloco canaleta aparente 19x19x39,m,168.26,
b570bb95-d1b,ffccfba9-5eb,Fornecimento e colocação de cantoneira de alumínio,m,38.03,
ecd7cc83-d0a,ffccfba9-5eb,Execução de pintura verniz em duas demãos sobre madeira,m²,494.4,
ed41cfd3-75d,496dcdd8-39e,Demolição de cobertura com telha ondulada de fibrocimento,m²,30.75,
a8f09304-8ae,496dcdd8-39e,Demolição de piso cimentado sobre lastro de concreto,m²,405.99,
e311d5d9-3f5,496dcdd8-39e,Demolição de piso cerâmico,m²,22.95,
72db36f4-dd2,496dcdd8-39e,Demolição de revestimento com azulejos,m²,123.45,
a5fd99b3-2c7,496dcdd8-39e,Demolição de revestimento com argamassa,m²,200.83,
ef4f77c0-0d5,496dcdd8-39e,Demolição de alvenaria de tijolos comuns com argamassa mista,m³,41.009,
a8105335-e16,496dcdd8-39e,"Retirada de portas e janelas, inclusive batentes",m²,11.34,
3893298c-f80,496dcdd8-39e,Retirada de esquadrias metálicas,m²,338.83,
8f9d4d07-869,496dcdd8-39e,Demolição de piso granilit,m²,26.57,
651d5d1f-6ca,496dcdd8-39e,"Escavação manual de valas até 2,00m",m³,83.55,
1ca9ef9c-f86,496dcdd8-39e,Reaterro apiloado de valas,m³,39.91,
18acea94-ad9,496dcdd8-39e,Lastro de Brita 3 e 4 apiloado manualmente,m³,21.24,
322f28af-aee,496dcdd8-39e,Aço CA-50,kg,188.41,
7918cb7a-c69,496dcdd8-39e,Concreto estrutural com betoneira 15 MPA,m³,9.958,
ed556865-0eb,496dcdd8-39e,Formas chapa compensada resinada,m²,36.53,
99e94acd-f9d,496dcdd8-39e,Vedação em blocos de concreto 9x19x39cm com argamassa mista,m²,27.84,
b7059c77-be6,496dcdd8-39e,Vedação em blocos de concreto 14x19x39cm com argamassa mista,m²,13.63,
2893d8c6-a58,496dcdd8-39e,Vedação em blocos de concreto 19x19x39cm com argamassa mista,m²,17.7,
7ec60a5e-316,496dcdd8-39e,Divisórias em granilit,m²,3.2,
2bd68bba-67a,496dcdd8-39e,Elementos vazados de concreto tipo persiana (8x41x46cm),m²,51,
4758036b-565,496dcdd8-39e,Colocação de portas completas (inc. batentes),un,24,
872e29b2-1fd,496dcdd8-39e,Estrutura de madeira para telha de fibrocimento,m²,117.45,
50fa4abd-b0b,496dcdd8-39e,Telhas de fibrocimento canalete 49,m²,53.56,
63d80c74-8a9,496dcdd8-39e,Rufos em alumínio,m,256.17,
53e21b43-82a,496dcdd8-39e,Telhas onduladas de fibrocimento,m²,82.32,
d567708a-7b5,496dcdd8-39e,"Torneira lavatório cromada 1/2""",un,16,
e90fec77-b49,496dcdd8-39e,Ralo sifonado saída 40mm,un,6,
2e6cd99e-224,496dcdd8-39e,Caixa de inspeção alvenaria 50x50x40,un,15,
9ff7c56e-c3a,496dcdd8-39e,Forro,m²,65.89,
1f31aa94-b8d,496dcdd8-39e,Impermeabilização estrutural para cobertura,m²,96.87,
caae7c87-dfb,496dcdd8-39e,Chapisco,m²,554.32,
9c0672de-b82,496dcdd8-39e,Emboço,m²,269.94,
1fade3e8-8ef,496dcdd8-39e,Reboco,m²,202.05,
73102182-369,496dcdd8-39e,Azulejos com argamassa mista,m²,162.31,
cd07fa94-763,496dcdd8-39e,Pastilha com argamassa mista,m²,56.69,
4656a493-f47,496dcdd8-39e,Pisos em granilit,m²,14.55,
a17dada9-83f,496dcdd8-39e,Piso em ardósia,m²,61.67,
abb36a48-239,496dcdd8-39e,Vidros comuns com massa,m²,17.06,
922c9316-2ea,496dcdd8-39e,"Porta de vidro temperado 10mm (2 folhas 1,80x2,10m)",un,1,
e93d3ecb-6fe,496dcdd8-39e,Latex duas demãos (paredes internas),m²,3073.36,
a8c0b0cf-08f,496dcdd8-39e,Tinta à óleo duas demãos (paredes internas),m²,700.86,
6330518b-28c,496dcdd8-39e,Tinta epoxi em parede interna,m²,138.44,
d53d04c5-90c,496dcdd8-39e,Esmalte duas demãos em esquadrias de madeira,m²,948.01,
31128536-994,496dcdd8-39e,Grafite duas demãos em esquadrias de ferro,m²,1632.4,
e538761b-52a,496dcdd8-39e,Esmalte duas demãos em esquadrias de ferro,m²,370.53,
e2b30015-c2e,496dcdd8-39e,Piso rústico de concreto ripado,m²,130.57,
4bfb0077-aa7,496dcdd8-39e,Piso estrutural armado com tela de aço (esp. 12mm),m²,133.38,
20bb4c2a-084,496dcdd8-39e,Orlas de concreto,m,94.67,
8f0209f4-06e,496dcdd8-39e,Gradil de ferro Orsometal,m²,32.92,
6cc1fd7c-411,496dcdd8-39e,Portão de ferro Orsometal,m²,25.64,
56c3ad5d-987,496dcdd8-39e,Cadeira tipo concha Hille em fibra,un,142,
fce89ba5-68e,496dcdd8-39e,Lavagem e rejuntamento de pastilhas,m²,1151.36,
56f50301-834,496dcdd8-39e,Limpeza de pisos e revestimentos,m²,512.78,
45b826e0-74c,496dcdd8-39e,"Poste de concreto (7m, tensão de topo 150kg)",un,1,
05df94b4-35c,496dcdd8-39e,Conduletes em liga de alumínio,un,146,
9e993359-abc,496dcdd8-39e,Cabo de cobre (isolação 750V 4mm²),m,2568.3,
d74c9720-342,496dcdd8-39e,"Fio de cobre (isolação 750V 2,5mm²)",m,280,
40de5d31-392,496dcdd8-39e,Disjuntores monopolar,un,66,
8683c2c7-82a,496dcdd8-39e,Lâmpadas fluorescentes,un,106,
175f3c47-2b4,496dcdd8-39e,Reatores partida rápida (alto fator de potência),un,137,
f612294f-05e,496dcdd8-39e,Haste de aterramento tipo Copperweld,un,,
bdae341b-232,496dcdd8-39e,Chave seccionadora NH 125A,un,4,
b6cfac27-445,496dcdd8-39e,Lavatórios de louça branca sem coluna,un,4,
7576c43d-3f4,496dcdd8-39e,Tanque de louça branca,un,1,
469aa788-4d0,496dcdd8-39e,Aquecedor elétrico automático Cardal,un,3,
47bd037b-85c,496dcdd8-39e,Ducha de mão Aquajet,un,3,
71346aa8-b2d,496dcdd8-39e,Cuba de aço inox (65x40x26cm),un,3,
1ba69a52-375,496dcdd8-39e,Tomadas e interruptores com espelho,un,20,
50269191-6fe,496dcdd8-39e,Calhas 2x40W para lâmpada fluorescente,un,43,
9433e75d-152,496dcdd8-39e,Cabo de cobre de 6mm²,m,1527.88,
4a00de86-6ff,496dcdd8-39e,Cabo de cobre de 25mm²,m,62,
00279aad-669,496dcdd8-39e,Disjuntor monopolar de 25A e 35/40,un,23,
ce9c175e-fcc,496dcdd8-39e,Tratamento de trincas,m,174.8,
63daf3d3-d18,496dcdd8-39e,"Escavação mecanizada até 2,00m",m³,17.63,
532306bd-4ca,496dcdd8-39e,"Escavação manual até 4,00m",m³,35.42,
94684ef2-e64,496dcdd8-39e,Bacia sanitária branca,un,3,
e3275d87-957,496dcdd8-39e,Sistema completo de para-raios Franklin,sist,1,
5230ed33-918,496dcdd8-39e,Papeleiras e saboneteiras de louça branca,un,12,
7cfcb60b-9dd,496dcdd8-39e,"Fossa séptica de anéis de concreto (d=2,35x2,50m)",un,1,
274e5089-9b5,496dcdd8-39e,"Filtro anaeróbico de anéis de concreto (d=3,00x2,10m)",un,1,
66c456a8-4d2,496dcdd8-39e,Raspagem e polimento com cera de piso de granilit,m²,592.5,
d546b961-ffa,496dcdd8-39e,Raspagem e polimento de rodapé de granilit,m,519.75,
03f6196c-9c8,496dcdd8-39e,Execução de soleiras e rodapés de granilit,m,83.47,
068794b2-0c5,496dcdd8-39e,Fornecimento e aplicação de terra adubada,m³,99.17,
3cbbca2b-5d2,496dcdd8-39e,Pias de cozinha com gabinete (instalação),un,3,
ccaae793-9f5,496dcdd8-39e,Manta geotextil não tecida de poliester,m²,18.51,
c776005d-3d7,496dcdd8-39e,Letras em alumínio fundido,conj,1,
02e85262-f26,496dcdd8-39e,Letreiro luminoso,conj,1,
6077b00c-307,496dcdd8-39e,Recuperação de piso de granilit,m²,143.7,
f2e0ab38-97b,496dcdd8-39e,Pintura de faixa decorativa,m,132.45,
177a5799-1d8,a22c3a35-670,Prédio Administrativo,% Vb,100,
6d10abbb-b5b,a22c3a35-670,"Alvenaria bloco de concreto 14x19x39cm, esp. 14cm",m²,53.74,
845c5dcc-3ff,a22c3a35-670,"Alvenaria bloco de concreto 19x19x39cm, esp. 19cm",m²,17.21,
2912197d-933,a22c3a35-670,"Alvenaria bloco de concreto 9x19x39cm, esp. 9cm",m²,10.63,
aeba5a8a-15c,a22c3a35-670,Chapisco com argamassa de cimento e areia traço 1:3,m²,213.85,
89c83682-33a,a22c3a35-670,Emboço com argamassa mista de cal hidratada traço 1:2:9,m²,205.37,
46cb5af8-eb2,a22c3a35-670,Reboco com argamassa de cal hidratada traço 1:3,m²,196.89,
0a12b03f-9a9,a22c3a35-670,Azulejos brancos 15x15cm assentes com argamassa mista,m²,8.48,
d8770ffb-01f,a22c3a35-670,"Piso cimentado e desempenado esp. 1,5cm",m²,45.63,
7dd983c4-65a,a22c3a35-670,Forro de estuque (inclusive estrutura),m²,45.63,
805301f2-ec6,a22c3a35-670,Pintura látex 2 demãos em paredes,m²,196.89,
9691b5d4-549,a22c3a35-670,Pintura látex 2 demãos em forros,m²,45.63,
4c77f285-a56,a22c3a35-670,Cozinha e Depósito,% Vb,100,
78a62505-d30,a22c3a35-670,"Alvenaria bloco de concreto 14x19x39cm, esp. 14cm (Cozinha)",m²,73.6,
21138472-3da,a22c3a35-670,"Alvenaria bloco de concreto 9x19x39cm, esp. 9cm (Cozinha)",m²,4.83,
63fdcc71-8bc,a22c3a35-670,Chapisco com argamassa de cimento e areia traço 1:3 (Cozinha),m²,201.81,
e2f4ad60-a68,a22c3a35-670,Emboço com argamassa mista de cal hidratada traço 1:2:9 (Cozinha),m²,127.72,
54b621d6-091,a22c3a35-670,Reboco com argamassa de cal hidratada traço 1:3 (Cozinha),m²,66.56,
d82a0384-850,a22c3a35-670,Azulejos brancos 15x15cm assentes com argamassa mista (Cozinha),m²,71.04,
688e13c7-e0f,a22c3a35-670,"Piso cimentado e desempenado esp. 1,5cm (Cozinha)",m²,53.65,
196b7132-2c5,a22c3a35-670,Forro de estuque (inclusive estrutura) (Cozinha),m²,53.65,
8e5bd0c2-dc7,a22c3a35-670,Pintura látex 2 demãos em paredes (Cozinha),m²,66.56,
df642ff9-d3d,a22c3a35-670,Pintura látex 2 demãos em forros (Cozinha),m²,53.65,
dd2129f7-773,a22c3a35-670,Sala de Aula,% Vb,100,
00312edc-a54,a22c3a35-670,Emboço com argamassa mista de cal hidratada traço 1:2:9 (Sala),m²,333.09,
f5971773-5e6,a22c3a35-670,Reboco com argamassa de cal hidratada traço 1:3 (Sala),m²,263.45,
29113ca1-d45,a22c3a35-670,Azulejos brancos 15x15cm assentes com argamassa mista (Sala),m²,69.64,
ec748550-4f9,a22c3a35-670,Pintura látex 2 demãos em paredes (Sala),m²,751.32,
c4476640-3d8,a22c3a35-670,Circo,% Vb,100,
b51e71f4-7c3,a22c3a35-670,"Alvenaria bloco de concreto 14x19x39cm, esp. 14cm (Circo)",m²,127.34,
a1ef5941-429,a22c3a35-670,"Alvenaria bloco de concreto 19x19x39cm, esp. 19cm (Circo)",m²,13.2,
84a66bed-7df,a22c3a35-670,"Alvenaria bloco de concreto 9x19x39cm, esp. 9cm (Circo)",m²,15.46,
4f1d92d4-846,a22c3a35-670,Chapisco com argamassa de cimento e areia traço 1:3 (Circo),m²,415.46,
df1b531d-b00,a22c3a35-670,Pintura látex 2 demãos em paredes (Circo),m²,948.21,
e6a1f0d3-0d4,a22c3a35-670,Estrutura de Concreto Armado,% Vb,100,
7b76e8dc-d5c,a22c3a35-670,Armadura - aço 50cm 60,kg,3847.67,
14f6e9b0-375,a22c3a35-670,Concreto estrutural 18 MPa prep. em betoneira,m³,20.78,
ce81a257-378,a22c3a35-670,Concreto estrutural 15 MPa prep. em betoneira,m³,11.331,
a101c293-f53,a22c3a35-670,"Concreto estrutural pré-misturado Fck 15,0MPa",m³,190.6,
175cbaa7-b14,a22c3a35-670,Lançamento e aplicação de concreto em fundação,m³,35.824,
18b2d59b-b0c,a22c3a35-670,Verga reta de concreto armado,m³,6.82,
88217e7f-673,a22c3a35-670,Arquibancadas para 1.200 lugares,% Vb,100,
3c9a4550-342,a22c3a35-670,Estrutura auxiliar para sustentação de telas de nylon,m²,1501.51,
f7978ab0-acf,a22c3a35-670,"Tela plástica com malha de 12,5mm inclusive fixação",m²,1501.51,
9c88ae2d-8b4,a22c3a35-670,"Palco de 6,00 x 4,00m",% Vb,100,
c8d779b8-9fc,a22c3a35-670,Demolição de piso de tábuas de peroba,m²,112.93,
1d148279-899,a22c3a35-670,Tábuas corridas sobre caibros de peroba,m²,112.93,
9f852e59-80d,a22c3a35-670,Instalações Hidráulicas e Esgoto,% Vb,100,
2d7d6cff-04d,a22c3a35-670,Fornecimento e instalação de lavatórios louça branca,% Vb,100,
1fd6c286-d88,a22c3a35-670,Registro de gaveta bruto 50mm,un,2,
56d38806-7f0,a22c3a35-670,Registro de pressão com canopla 25mm,un,6,
16081573-dfd,a22c3a35-670,Tubulações de PVC branco 40mm a 100mm,% Vb,100,
df868254-fae,a22c3a35-670,Instalações Elétricas (Força e Luz),% Vb,100,
9a28e11d-454,a22c3a35-670,"Instalações elétricas para cozinha, sala, depósito e circo",% Vb,100,
0a34f50c-012,a22c3a35-670,Elétrica do sistema viário (rebaixamento e fiação),% Vb,100,
b23be0ef-8bb,a22c3a35-670,"Projeto de elétrica para cozinha, sala, depósito e circo",% Vb,100,
33c15001-8bc,a22c3a35-670,"Argila inclusive transporte, espalhamento e compactação",m³,7,
eb85eee4-e9f,a22c3a35-670,Blocos de concreto com argamassa mista com cal hidratada,m²,57.3,
1fa1c794-330,a22c3a35-670,"Blocos de concreto armado, esp. 19cm",m²,161.54,
5d80eeae-bb7,a22c3a35-670,Chapisco com arg. de cimento e areia 1:3 com Blanco,m²,415.46,
8339733a-804,a22c3a35-670,Chapas vinílicas 30x30 esp. 2mm,m²,74.06,
892c2e05-ef0,a22c3a35-670,Cumeeira normal de fibrocimento,m,45.2,
2a15fd66-e96,a22c3a35-670,Casas de madeira tipo Branca de Neve,un,1,
37c1e7fc-bf9,a22c3a35-670,Demolição de piso cimentado sobre lastro concreto,m²,163.36,
3c1d8547-fae,a22c3a35-670,Demolição de revestimento com argamassa,m²,12.98,
9cbe6874-69f,a22c3a35-670,Demolição de paredes de alvenaria,m³,11.896,
fa3c22fb-dbb,a22c3a35-670,Demarcação de quadra esportiva com tinta acrílica,m,931.82,
91a98f14-a93,a22c3a35-670,Demolição de pavimentação com pré-moldados,m²,43.36,
12cdd0a7-e33,a22c3a35-670,Escavação manual solo qualquer categoria até 2m,m³,109.069,
aefdbfe1-06f,a22c3a35-670,Estrutura de madeira com tesouras para telha 2 águas,m²,402.3,
cad9dd27-4a5,a22c3a35-670,"Esmalte em esquadrias de ferro, 2 demãos",m²,1203.94,
11c44a69-392,a22c3a35-670,Escavação manual de valas em terra até 2m,m³,177.434,
2fc54b98-614,a22c3a35-670,Estrutura de madeira para telha estrutural,m²,1.68,
e8151193-748,a22c3a35-670,Escavação mecanizada de valas em terra até 4m,m³,61.07,
de5722a6-4e4,a22c3a35-670,Envelopamento de concreto para rede de incêndio,m,95.1,
c52a58db-3ed,a22c3a35-670,Formas - tábuas de pinho (5 usos),m²,84,
17af7f16-56f,a22c3a35-670,Formas madeirit 12mm plastificada (5 usos),m²,77.76,
669d27db-bb2,a22c3a35-670,Formas chapa compensada plastificada,m²,235.21,
b98825d8-bfd,a22c3a35-670,Fechamento dos vãos com treliça tipo xadrez,m²,123.9,
c005bf94-2a9,a22c3a35-670,Impermeabilizante estrutural nos baldrames,m²,89.14,
0804ea2b-bd0,a22c3a35-670,Jateamento de areia com piso de concreto,m²,1787.73,
73c74893-49e,a22c3a35-670,Locação da obra,m²,2720.05,
87d72bbb-166,a22c3a35-670,Lastro de brita 3x4 apiloado manualmente,m³,10,
f8a162d3-a1f,a22c3a35-670,Lajes pré-fabricada para forros esp. 10cm,m²,73.56,
85cab0f5-2d9,a22c3a35-670,Lastro de concreto impermeabilizado esp. 6cm,m²,1891.13,
03a4e70a-9f1,a22c3a35-670,Lastro de concreto para piso cimentado,m²,99.28,
963f90bc-96b,a22c3a35-670,Lousa escolar com moldura em peroba,m²,6.48,
04bd20cd-7f4,a22c3a35-670,Limpeza geral das edificações,m²,1856,
582373aa-6a6,a22c3a35-670,Manta geotextil Bidim,m²,32.86,
